594,60,723,60,723,82,594,82
729,60,830,60,830,82,729,82
522,589,634,605,626,657,515,641
569,647,615,651,613,669,567,665
540,746,572,751,570,763,538,758
570,748,607,753,605,769,568,764
604,752,648,756,647,773,603,769
557,844,621,852,618,875,554,867
619,855,642,855,642,874,619,874
64,995,101,995,101,1007,64,1007
